location,hits,keyword
France,3,The Last Airbender
United Kingdom,22,Sex Tape
Ireland,18,Sex Tape
Malta,NA,Sex Tape
Cyprus,NA,Sex Tape
Greece,9,Sex Tape
Slovenia,NA,Sex Tape
Netherlands,6,Sex Tape
Portugal,6,Sex Tape
Luxembourg,NA,Sex Tape
Croatia,6,Sex Tape
Denmark,6,Sex Tape
France,5,Sex Tape
Sweden,5,Sex Tape
Belgium,5,Sex Tape
Romania,4,Sex Tape
Finland,4,Sex Tape
Estonia,NA,Sex Tape
Germany,4,Sex Tape
Latvia,NA,Sex Tape
Lithuania,NA,Sex Tape
Austria,3,Sex Tape
Bulgaria,NA,Sex Tape
Hungary,2,Sex Tape
Italy,2,Sex Tape
Slovakia,NA,Sex Tape
Poland,2,Sex Tape
Spain,1,Sex Tape
Ireland,83,What to Expect When Youre Expecting
United Kingdom,58,What to Expect When Youre Expecting
Netherlands,16,What to Expect When Youre Expecting
Poland,7,What to Expect When Youre Expecting
Spain,3,What to Expect When Youre Expecting
Germany,2,What to Expect When Youre Expecting
France,1,What to Expect When Youre Expecting
Italy,NA,What to Expect When Youre Expecting
Austria,NA,What to Expect When Youre Expecting
Belgium,NA,What to Expect When Youre Expecting
Bulgaria,NA,What to Expect When Youre Expecting
Cyprus,NA,What to Expect When Youre Expecting
Denmark,NA,What to Expect When Youre Expecting
Estonia,NA,What to Expect When Youre Expecting
Finland,NA,What to Expect When Youre Expecting
Greece,NA,What to Expect When Youre Expecting
Croatia,NA,What to Expect When Youre Expecting
Hungary,NA,What to Expect When Youre Expecting
Lithuania,NA,What to Expect When Youre Expecting
Luxembourg,NA,What to Expect When Youre Expecting
Latvia,NA,What to Expect When Youre Expecting
Malta,NA,What to Expect When Youre Expecting
Portugal,NA,What to Expect When Youre Expecting
Romania,NA,What to Expect When Youre Expecting
Slovakia,NA,What to Expect When Youre Expecting
Slovenia,NA,What to Expect When Youre Expecting
Sweden,NA,What to Expect When Youre Expecting
Ireland,100,Moneyball
Slovenia,88,Moneyball
Malta,NA,Moneyball
United Kingdom,55,Moneyball
Cyprus,44,Moneyball
Croatia,44,Moneyball
Spain,33,Moneyball
Denmark,27,Moneyball
Poland,27,Moneyball
Portugal,27,Moneyball
Lithuania,27,Moneyball
Sweden,22,Moneyball
Estonia,NA,Moneyball
Greece,22,Moneyball
Slovakia,22,Moneyball
Germany,22,Moneyball
Luxembourg,NA,Moneyball
Latvia,NA,Moneyball
Austria,16,Moneyball
Netherlands,16,Moneyball
Hungary,16,Moneyball
Romania,16,Moneyball
Belgium,11,Moneyball
Bulgaria,11,Moneyball
Finland,11,Moneyball
Italy,11,Moneyball
France,5,Moneyball
Sweden,56,Ghost Rider
Romania,35,Ghost Rider
Cyprus,NA,Ghost Rider
Bulgaria,32,Ghost Rider
Malta,NA,Ghost Rider
United Kingdom,29,Ghost Rider
Denmark,28,Ghost Rider
Latvia,NA,Ghost Rider
Greece,26,Ghost Rider
Poland,25,Ghost Rider
France,24,Ghost Rider
Ireland,23,Ghost Rider
Italy,23,Ghost Rider
Belgium,22,Ghost Rider
Finland,21,Ghost Rider
Croatia,20,Ghost Rider
Spain,20,Ghost Rider
Portugal,19,Ghost Rider
Slovakia,19,Ghost Rider
Germany,18,Ghost Rider
Netherlands,17,Ghost Rider
Austria,16,Ghost Rider
Slovenia,NA,Ghost Rider
Hungary,14,Ghost Rider
Luxembourg,NA,Ghost Rider
Lithuania,NA,Ghost Rider
Estonia,NA,Ghost Rider
Cyprus,13,Unbroken
Malta,NA,Unbroken
United Kingdom,10,Unbroken
Sweden,10,Unbroken
Ireland,9,Unbroken
Finland,9,Unbroken
Denmark,8,Unbroken
Latvia,NA,Unbroken
Lithuania,7,Unbroken
Netherlands,7,Unbroken
Hungary,7,Unbroken
Italy,6,Unbroken
Greece,6,Unbroken
Estonia,NA,Unbroken
Austria,5,Unbroken
Romania,5,Unbroken
Belgium,5,Unbroken
Slovenia,NA,Unbroken
Germany,4,Unbroken
Croatia,4,Unbroken
Portugal,4,Unbroken
Slovakia,4,Unbroken
Luxembourg,NA,Unbroken
Spain,3,Unbroken
Bulgaria,3,Unbroken
Poland,2,Unbroken
France,2,Unbroken
France,70,Immortals
United Kingdom,69,Immortals
Germany,60,Immortals
Belgium,54,Immortals
Austria,54,Immortals
Netherlands,52,Immortals
Sweden,49,Immortals
Hungary,47,Immortals
Portugal,43,Immortals
Luxembourg,NA,Immortals
Ireland,38,Immortals
Spain,34,Immortals
Cyprus,NA,Immortals
Denmark,32,Immortals
Finland,32,Immortals
Malta,NA,Immortals
Italy,29,Immortals
Greece,25,Immortals
Poland,23,Immortals
Slovenia,NA,Immortals
Croatia,NA,Immortals
Estonia,NA,Immortals
Romania,18,Immortals
Slovakia,NA,Immortals
Bulgaria,NA,Immortals
Lithuania,NA,Immortals
Latvia,NA,Immortals
Ireland,7,Sunshine
United Kingdom,7,Sunshine
Malta,NA,Sunshine
Germany,4,Sunshine
Cyprus,NA,Sunshine
Denmark,3,Sunshine
Greece,3,Sunshine
Hungary,3,Sunshine
Austria,3,Sunshine
Netherlands,3,Sunshine
Sweden,3,Sunshine
Spain,2,Sunshine
Belgium,2,Sunshine
Portugal,2,Sunshine
Luxembourg,NA,Sunshine
Italy,2,Sunshine
France,2,Sunshine
Croatia,NA,Sunshine
Slovenia,NA,Sunshine
Lithuania,NA,Sunshine
Romania,2,Sunshine
Estonia,NA,Sunshine
Finland,2,Sunshine
Latvia,NA,Sunshine
Slovakia,NA,Sunshine
Bulgaria,NA,Sunshine
Poland,1,Sunshine
United Kingdom,19,Brave
Croatia,15,Brave
Malta,NA,Brave
Ireland,13,Brave
Netherlands,13,Brave
Italy,12,Brave
Portugal,10,Brave
Cyprus,NA,Brave
Luxembourg,NA,Brave
Spain,9,Brave
Bulgaria,9,Brave
Belgium,9,Brave
France,9,Brave
Slovenia,NA,Brave
Estonia,NA,Brave
Sweden,8,Brave
Germany,8,Brave
Latvia,NA,Brave
Romania,8,Brave
Austria,8,Brave
Greece,7,Brave
Finland,7,Brave
Denmark,7,Brave
Lithuania,NA,Brave
Hungary,6,Brave
Slovakia,5,Brave
Poland,5,Brave
Sweden,100,Män som hatar kvinnor
Finland,5,Män som hatar kvinnor
Croatia,1,Män som hatar kvinnor
Denmark,1,Män som hatar kvinnor
Spain,1,Män som hatar kvinnor
Hungary,NA,Män som hatar kvinnor
Netherlands,NA,Män som hatar kvinnor
Greece,NA,Män som hatar kvinnor
Poland,NA,Män som hatar kvinnor
France,NA,Män som hatar kvinnor
Germany,NA,Män som hatar kvinnor
United Kingdom,NA,Män som hatar kvinnor
Slovakia,NA,Män som hatar kvinnor
Bulgaria,NA,Män som hatar kvinnor
Ireland,NA,Män som hatar kvinnor
Austria,NA,Män som hatar kvinnor
Belgium,NA,Män som hatar kvinnor
Cyprus,NA,Män som hatar kvinnor
Estonia,NA,Män som hatar kvinnor
Italy,NA,Män som hatar kvinnor
Lithuania,NA,Män som hatar kvinnor
Luxembourg,NA,Män som hatar kvinnor
Latvia,NA,Män som hatar kvinnor
Malta,NA,Män som hatar kvinnor
Portugal,NA,Män som hatar kvinnor
Romania,NA,Män som hatar kvinnor
Slovenia,NA,Män som hatar kvinnor
Malta,NA,Adoration
Ireland,2,Adoration
France,2,Adoration
United Kingdom,1,Adoration
Belgium,1,Adoration
Slovakia,1,Adoration
Estonia,NA,Adoration
Croatia,NA,Adoration
Portugal,NA,Adoration
Sweden,NA,Adoration
Italy,NA,Adoration
Greece,NA,Adoration
Hungary,NA,Adoration
Austria,NA,Adoration
Lithuania,NA,Adoration
Netherlands,NA,Adoration
Slovenia,NA,Adoration
Romania,NA,Adoration
Finland,NA,Adoration
Spain,NA,Adoration
Germany,NA,Adoration
Denmark,NA,Adoration
Poland,NA,Adoration
Bulgaria,NA,Adoration
Luxembourg,NA,Adoration
Cyprus,NA,Adoration
Latvia,NA,Adoration
United Kingdom,67,The Drop
Ireland,45,The Drop
Malta,NA,The Drop
Cyprus,NA,The Drop
Sweden,16,The Drop
Denmark,16,The Drop
Luxembourg,NA,The Drop
Netherlands,12,The Drop
Estonia,NA,The Drop
Belgium,10,The Drop
Romania,10,The Drop
Lithuania,NA,The Drop
Finland,9,The Drop
Bulgaria,NA,The Drop
Portugal,9,The Drop
Austria,9,The Drop
Slovenia,NA,The Drop
Greece,8,The Drop
Germany,8,The Drop
Latvia,NA,The Drop
Croatia,NA,The Drop
Hungary,NA,The Drop
Poland,6,The Drop
Slovakia,NA,The Drop
Italy,5,The Drop
Spain,5,The Drop
France,5,The Drop
Denmark,51,Shes the Man
Sweden,43,Shes the Man
Ireland,38,Shes the Man
United Kingdom,36,Shes the Man
Netherlands,15,Shes the Man
Finland,9,Shes the Man
Greece,9,Shes the Man
Austria,7,Shes the Man
Belgium,6,Shes the Man
Croatia,NA,Shes the Man
Germany,4,Shes the Man
Slovakia,NA,Shes the Man
Hungary,NA,Shes the Man
Italy,3,Shes the Man
Spain,3,Shes the Man
Portugal,NA,Shes the Man
Poland,2,Shes the Man
France,1,Shes the Man
Lithuania,NA,Shes the Man
Romania,NA,Shes the Man
Slovenia,NA,Shes the Man
Bulgaria,NA,Shes the Man
Cyprus,NA,Shes the Man
Estonia,NA,Shes the Man
Luxembourg,NA,Shes the Man
Latvia,NA,Shes the Man
Malta,NA,Shes the Man
Ireland,100,Daddys Home
United Kingdom,84,Daddys Home
Cyprus,60,Daddys Home
Netherlands,45,Daddys Home
Croatia,23,Daddys Home
Denmark,22,Daddys Home
Malta,NA,Daddys Home
Sweden,15,Daddys Home
Estonia,NA,Daddys Home
Austria,9,Daddys Home
Lithuania,NA,Daddys Home
Slovakia,NA,Daddys Home
Slovenia,NA,Daddys Home
Portugal,7,Daddys Home
Italy,7,Daddys Home
Greece,7,Daddys Home
Belgium,7,Daddys Home
Germany,6,Daddys Home
Finland,NA,Daddys Home
Latvia,NA,Daddys Home
Hungary,5,Daddys Home
Bulgaria,NA,Daddys Home
Poland,4,Daddys Home
Romania,4,Daddys Home
France,1,Daddys Home
Spain,NA,Daddys Home
Luxembourg,NA,Daddys Home
United Kingdom,69,Let Me In
Ireland,60,Let Me In
Malta,NA,Let Me In
Cyprus,NA,Let Me In
Estonia,NA,Let Me In
Luxembourg,NA,Let Me In
Sweden,19,Let Me In
Denmark,17,Let Me In
Netherlands,15,Let Me In
Portugal,15,Let Me In
Slovenia,NA,Let Me In
Romania,13,Let Me In
Lithuania,NA,Let Me In
Finland,13,Let Me In
Bulgaria,NA,Let Me In
Belgium,13,Let Me In
Italy,10,Let Me In
Germany,10,Let Me In
Greece,10,Let Me In
Austria,10,Let Me In
Latvia,NA,Let Me In
Hungary,10,Let Me In
Croatia,NA,Let Me In
Slovakia,NA,Let Me In
Spain,8,Let Me In
Poland,8,Let Me In
France,6,Let Me In
Bulgaria,75,Never Back Down
Lithuania,63,Never Back Down
Cyprus,61,Never Back Down
Italy,59,Never Back Down
Romania,50,Never Back Down
France,48,Never Back Down
Croatia,42,Never Back Down
Malta,NA,Never Back Down
Hungary,38,Never Back Down
Greece,38,Never Back Down
Slovakia,38,Never Back Down
Estonia,NA,Never Back Down
Ireland,36,Never Back Down
Denmark,36,Never Back Down
Belgium,34,Never Back Down
Sweden,34,Never Back Down
United Kingdom,34,Never Back Down
Netherlands,28,Never Back Down
Poland,25,Never Back Down
Luxembourg,NA,Never Back Down
Portugal,23,Never Back Down
Latvia,NA,Never Back Down
Slovenia,NA,Never Back Down
Finland,15,Never Back Down
Germany,13,Never Back Down
Austria,11,Never Back Down
Spain,11,Never Back Down
United Kingdom,100,Grimsby
Malta,NA,Grimsby
Latvia,NA,Grimsby
Ireland,3,Grimsby
Cyprus,NA,Grimsby
Sweden,1,Grimsby
Denmark,1,Grimsby
Slovakia,NA,Grimsby
France,1,Grimsby
Poland,1,Grimsby
Croatia,NA,Grimsby
Luxembourg,NA,Grimsby
Lithuania,NA,Grimsby
Netherlands,1,Grimsby
Belgium,NA,Grimsby
Romania,NA,Grimsby
Slovenia,NA,Grimsby
Bulgaria,NA,Grimsby
Estonia,NA,Grimsby
Greece,NA,Grimsby
Finland,NA,Grimsby
Portugal,NA,Grimsby
Spain,NA,Grimsby
Hungary,NA,Grimsby
Germany,NA,Grimsby
Austria,NA,Grimsby
Italy,NA,Grimsby
Ireland,70,Moon
United Kingdom,70,Moon
Malta,NA,Moon
Romania,36,Moon
Slovakia,34,Moon
Sweden,31,Moon
Poland,29,Moon
Estonia,NA,Moon
Finland,27,Moon
Cyprus,NA,Moon
Luxembourg,NA,Moon
Denmark,25,Moon
Netherlands,24,Moon
Croatia,24,Moon
Slovenia,NA,Moon
Austria,21,Moon
Latvia,NA,Moon
Belgium,21,Moon
Greece,21,Moon
Lithuania,NA,Moon
Portugal,20,Moon
Hungary,20,Moon
Germany,19,Moon
Bulgaria,18,Moon
Italy,17,Moon
France,17,Moon
Spain,16,Moon
Malta,NA,Megamind
Ireland,9,Megamind
United Kingdom,9,Megamind
Portugal,7,Megamind
Latvia,5,Megamind
Denmark,4,Megamind
Sweden,4,Megamind
Lithuania,4,Megamind
Italy,4,Megamind
Cyprus,NA,Megamind
Finland,3,Megamind
Spain,3,Megamind
Croatia,3,Megamind
Belgium,3,Megamind
Slovenia,NA,Megamind
Netherlands,3,Megamind
France,3,Megamind
Bulgaria,3,Megamind
Luxembourg,NA,Megamind
Estonia,NA,Megamind
Austria,2,Megamind
Slovakia,2,Megamind
Hungary,2,Megamind
Romania,2,Megamind
Poland,2,Megamind
Germany,2,Megamind
Greece,2,Megamind
Ireland,100,Gangster Squad
United Kingdom,66,Gangster Squad
France,51,Gangster Squad
Latvia,45,Gangster Squad
Croatia,39,Gangster Squad
Luxembourg,NA,Gangster Squad
Belgium,32,Gangster Squad
Slovakia,30,Gangster Squad
Italy,29,Gangster Squad
Germany,26,Gangster Squad
Lithuania,25,Gangster Squad
Austria,25,Gangster Squad
Romania,22,Gangster Squad
Cyprus,NA,Gangster Squad
Greece,21,Gangster Squad
Spain,21,Gangster Squad
Slovenia,NA,Gangster Squad
Portugal,13,Gangster Squad
Bulgaria,11,Gangster Squad
Poland,11,Gangster Squad
Hungary,11,Gangster Squad
Denmark,10,Gangster Squad
Sweden,8,Gangster Squad
Netherlands,8,Gangster Squad
Estonia,NA,Gangster Squad
Finland,6,Gangster Squad
Malta,NA,Gangster Squad
Germany,100,Blood Father
Austria,66,Blood Father
Luxembourg,43,Blood Father
Ireland,9,Blood Father
Spain,8,Blood Father
Cyprus,NA,Blood Father
United Kingdom,7,Blood Father
Lithuania,NA,Blood Father
Portugal,5,Blood Father
Malta,NA,Blood Father
Estonia,NA,Blood Father
Denmark,NA,Blood Father
Belgium,3,Blood Father
Sweden,3,Blood Father
Netherlands,3,Blood Father
Italy,2,Blood Father
Bulgaria,NA,Blood Father
Slovenia,NA,Blood Father
Finland,NA,Blood Father
Croatia,NA,Blood Father
Hungary,NA,Blood Father
Greece,NA,Blood Father
France,1,Blood Father
Slovakia,NA,Blood Father
Romania,NA,Blood Father
Poland,1,Blood Father
Latvia,NA,Blood Father
Ireland,22,Hes Just Not That Into You
United Kingdom,21,Hes Just Not That Into You
Croatia,19,Hes Just Not That Into You
Sweden,11,Hes Just Not That Into You
Romania,9,Hes Just Not That Into You
Greece,8,Hes Just Not That Into You
Bulgaria,7,Hes Just Not That Into You
Netherlands,6,Hes Just Not That Into You
Denmark,5,Hes Just Not That Into You
Hungary,4,Hes Just Not That Into You
Belgium,3,Hes Just Not That Into You
Spain,2,Hes Just Not That Into You
Germany,2,Hes Just Not That Into You
Poland,1,Hes Just Not That Into You
France,NA,Hes Just Not That Into You
Latvia,NA,Hes Just Not That Into You
Italy,NA,Hes Just Not That Into You
Austria,NA,Hes Just Not That Into You
Cyprus,NA,Hes Just Not That Into You
Estonia,NA,Hes Just Not That Into You
Finland,NA,Hes Just Not That Into You
Lithuania,NA,Hes Just Not That Into You
Luxembourg,NA,Hes Just Not That Into You
Malta,NA,Hes Just Not That Into You
Portugal,NA,Hes Just Not That Into You
Slovakia,NA,Hes Just Not That Into You
Slovenia,NA,Hes Just Not That Into You
Lithuania,70,Kung Fu Panda 3
Slovakia,68,Kung Fu Panda 3
Italy,51,Kung Fu Panda 3
Malta,NA,Kung Fu Panda 3
Hungary,38,Kung Fu Panda 3
Latvia,32,Kung Fu Panda 3
Romania,30,Kung Fu Panda 3
Poland,27,Kung Fu Panda 3
Cyprus,24,Kung Fu Panda 3
Croatia,19,Kung Fu Panda 3
Denmark,16,Kung Fu Panda 3
Sweden,16,Kung Fu Panda 3
Bulgaria,12,Kung Fu Panda 3
Slovenia,NA,Kung Fu Panda 3
Portugal,11,Kung Fu Panda 3
France,11,Kung Fu Panda 3
Belgium,11,Kung Fu Panda 3
Netherlands,11,Kung Fu Panda 3
United Kingdom,10,Kung Fu Panda 3
Ireland,10,Kung Fu Panda 3
Greece,9,Kung Fu Panda 3
Germany,9,Kung Fu Panda 3
Estonia,NA,Kung Fu Panda 3
Austria,8,Kung Fu Panda 3
Spain,7,Kung Fu Panda 3
Finland,7,Kung Fu Panda 3
Luxembourg,NA,Kung Fu Panda 3
United Kingdom,100,The Rise of the Krays
Romania,54,The Rise of the Krays
Ireland,47,The Rise of the Krays
Sweden,9,The Rise of the Krays
Italy,4,The Rise of the Krays
Austria,NA,The Rise of the Krays
Belgium,NA,The Rise of the Krays
Bulgaria,NA,The Rise of the Krays
Cyprus,NA,The Rise of the Krays
Germany,NA,The Rise of the Krays
Denmark,NA,The Rise of the Krays
Spain,NA,The Rise of the Krays
Estonia,NA,The Rise of the Krays
Finland,NA,The Rise of the Krays
France,NA,The Rise of the Krays
Greece,NA,The Rise of the Krays
Croatia,NA,The Rise of the Krays
Hungary,NA,The Rise of the Krays
Lithuania,NA,The Rise of the Krays
Luxembourg,NA,The Rise of the Krays
Latvia,NA,The Rise of the Krays
Malta,NA,The Rise of the Krays
Netherlands,NA,The Rise of the Krays
Poland,NA,The Rise of the Krays
Portugal,NA,The Rise of the Krays
Slovakia,NA,The Rise of the Krays
Slovenia,NA,The Rise of the Krays
Ireland,100,Handsome Devil
United Kingdom,41,Handsome Devil
Finland,35,Handsome Devil
Greece,33,Handsome Devil
Portugal,30,Handsome Devil
Croatia,28,Handsome Devil
Italy,22,Handsome Devil
Sweden,22,Handsome Devil
Romania,19,Handsome Devil
Denmark,17,Handsome Devil
Netherlands,17,Handsome Devil
France,17,Handsome Devil
Germany,16,Handsome Devil
Belgium,13,Handsome Devil
Spain,13,Handsome Devil
Austria,11,Handsome Devil
Poland,7,Handsome Devil
Cyprus,NA,Handsome Devil
Luxembourg,NA,Handsome Devil
Slovenia,NA,Handsome Devil
Hungary,NA,Handsome Devil
Bulgaria,NA,Handsome Devil
Lithuania,NA,Handsome Devil
Slovakia,NA,Handsome Devil
Estonia,NA,Handsome Devil
Latvia,NA,Handsome Devil
Malta,NA,Handsome Devil
Ireland,100,Winters Bone
Croatia,15,Winters Bone
United Kingdom,12,Winters Bone
Sweden,6,Winters Bone
Denmark,5,Winters Bone
Germany,4,Winters Bone
Austria,4,Winters Bone
Hungary,3,Winters Bone
Slovenia,NA,Winters Bone
Poland,2,Winters Bone
Netherlands,2,Winters Bone
Portugal,2,Winters Bone
Greece,2,Winters Bone
Finland,2,Winters Bone
Romania,2,Winters Bone
Spain,1,Winters Bone
Belgium,1,Winters Bone
France,1,Winters Bone
Italy,NA,Winters Bone
Luxembourg,NA,Winters Bone
Lithuania,NA,Winters Bone
Cyprus,NA,Winters Bone
Latvia,NA,Winters Bone
Bulgaria,NA,Winters Bone
Estonia,NA,Winters Bone
Malta,NA,Winters Bone
Slovakia,NA,Winters Bone
Malta,NA,Horrible Bosses
Ireland,10,Horrible Bosses
United Kingdom,10,Horrible Bosses
Cyprus,NA,Horrible Bosses
Romania,4,Horrible Bosses
Sweden,3,Horrible Bosses
Latvia,NA,Horrible Bosses
Croatia,2,Horrible Bosses
Belgium,2,Horrible Bosses
Slovakia,2,Horrible Bosses
Netherlands,2,Horrible Bosses
Estonia,NA,Horrible Bosses
Greece,1,Horrible Bosses
Slovenia,NA,Horrible Bosses
Finland,1,Horrible Bosses
Bulgaria,NA,Horrible Bosses
Hungary,1,Horrible Bosses
Denmark,1,Horrible Bosses
Luxembourg,NA,Horrible Bosses
Portugal,NA,Horrible Bosses
Lithuania,NA,Horrible Bosses
Italy,NA,Horrible Bosses
Germany,NA,Horrible Bosses
France,NA,Horrible Bosses
Spain,NA,Horrible Bosses
Austria,NA,Horrible Bosses
Poland,NA,Horrible Bosses
Ireland,23,Mommy
Greece,23,Mommy
Denmark,20,Mommy
Cyprus,NA,Mommy
Malta,NA,Mommy
Slovenia,NA,Mommy
United Kingdom,17,Mommy
Croatia,17,Mommy
Netherlands,17,Mommy
Romania,17,Mommy
Belgium,15,Mommy
Sweden,15,Mommy
Finland,15,Mommy
Hungary,15,Mommy
Bulgaria,15,Mommy
Slovakia,15,Mommy
Latvia,NA,Mommy
Lithuania,NA,Mommy
Estonia,NA,Mommy
Poland,12,Mommy
Luxembourg,NA,Mommy
Austria,10,Mommy
Portugal,10,Mommy
Italy,10,Mommy
Spain,10,Mommy
France,10,Mommy
Germany,10,Mommy
United Kingdom,68,Hellboy II  The Golden Army
Italy,10,Hellboy II  The Golden Army
Ireland,NA,Hellboy II  The Golden Army
Hungary,NA,Hellboy II  The Golden Army
Bulgaria,NA,Hellboy II  The Golden Army
Sweden,NA,Hellboy II  The Golden Army
Greece,NA,Hellboy II  The Golden Army
Netherlands,NA,Hellboy II  The Golden Army
France,NA,Hellboy II  The Golden Army
Germany,NA,Hellboy II  The Golden Army
Austria,NA,Hellboy II  The Golden Army
Belgium,NA,Hellboy II  The Golden Army
Cyprus,NA,Hellboy II  The Golden Army
Denmark,NA,Hellboy II  The Golden Army
Spain,NA,Hellboy II  The Golden Army
Estonia,NA,Hellboy II  The Golden Army
Finland,NA,Hellboy II  The Golden Army
Croatia,NA,Hellboy II  The Golden Army
Lithuania,NA,Hellboy II  The Golden Army
Luxembourg,NA,Hellboy II  The Golden Army
Latvia,NA,Hellboy II  The Golden Army
Malta,NA,Hellboy II  The Golden Army
Poland,NA,Hellboy II  The Golden Army
Portugal,NA,Hellboy II  The Golden Army
Romania,NA,Hellboy II  The Golden Army
Slovakia,NA,Hellboy II  The Golden Army
Slovenia,NA,Hellboy II  The Golden Army
Finland,14,Beautiful Creatures
Malta,NA,Beautiful Creatures
Hungary,5,Beautiful Creatures
Latvia,3,Beautiful Creatures
Slovakia,3,Beautiful Creatures
Romania,3,Beautiful Creatures
United Kingdom,2,Beautiful Creatures
Denmark,2,Beautiful Creatures
Cyprus,NA,Beautiful Creatures
Bulgaria,2,Beautiful Creatures
Italy,2,Beautiful Creatures
Spain,2,Beautiful Creatures
Croatia,2,Beautiful Creatures
Greece,2,Beautiful Creatures
Belgium,2,Beautiful Creatures
Sweden,2,Beautiful Creatures
Ireland,1,Beautiful Creatures
Netherlands,1,Beautiful Creatures
Slovenia,NA,Beautiful Creatures
Portugal,1,Beautiful Creatures
Estonia,NA,Beautiful Creatures
Lithuania,NA,Beautiful Creatures
Germany,1,Beautiful Creatures
Austria,1,Beautiful Creatures
Luxembourg,NA,Beautiful Creatures
France,NA,Beautiful Creatures
Poland,NA,Beautiful Creatures
Denmark,66,Toni Erdmann
Germany,41,Toni Erdmann
Italy,33,Toni Erdmann
Austria,24,Toni Erdmann
Ireland,24,Toni Erdmann
Luxembourg,NA,Toni Erdmann
Belgium,18,Toni Erdmann
Hungary,16,Toni Erdmann
Estonia,NA,Toni Erdmann
United Kingdom,14,Toni Erdmann
Greece,13,Toni Erdmann
Poland,13,Toni Erdmann
Netherlands,12,Toni Erdmann
Lithuania,12,Toni Erdmann
Spain,11,Toni Erdmann
Sweden,9,Toni Erdmann
Croatia,9,Toni Erdmann
Cyprus,NA,Toni Erdmann
Portugal,7,Toni Erdmann
France,7,Toni Erdmann
Latvia,NA,Toni Erdmann
Romania,5,Toni Erdmann
Slovakia,5,Toni Erdmann
Finland,5,Toni Erdmann
Slovenia,NA,Toni Erdmann
Bulgaria,NA,Toni Erdmann
Malta,NA,Toni Erdmann
Lithuania,60,The Lovely Bones
United Kingdom,56,The Lovely Bones
Ireland,52,The Lovely Bones
Romania,51,The Lovely Bones
Slovenia,43,The Lovely Bones
Denmark,42,The Lovely Bones
Malta,NA,The Lovely Bones
Croatia,38,The Lovely Bones
Sweden,37,The Lovely Bones
Bulgaria,32,The Lovely Bones
Finland,28,The Lovely Bones
Slovakia,26,The Lovely Bones
Latvia,NA,The Lovely Bones
Estonia,NA,The Lovely Bones
Hungary,19,The Lovely Bones
